VALUE,COUNT,ECOREGION_RASTER,US_200EVT,ECO_NAME,EVT_NAME,EVT_PHYS
263,26203,17040,7903,Okanagan,Western Cool Temperate Urban Herbaceous,Developed
264,4556,17040,9005,Okanagan,Inter-Mountain Basins Alkaline Closed Depression,Riparian
265,759,17040,7127,Okanagan,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
266,67342,17040,7966,Okanagan,Western Cool Temperate Fallow/Idle Cropland,Agricultural
267,109504,17040,7968,Okanagan,Western Cool Temperate Wheat,Agricultural
268,4564,17040,9307,Okanagan,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
269,17613,17040,7964,Okanagan,Western Cool Temperate Row Crop,Agricultural
270,21461,17040,7298,Okanagan,Developed-High Intensity,Developed-High Intensity
271,97894,17040,7924,Okanagan,Western Cool Temperate Developed Ruderal Grassland,Developed
272,38758,17040,7944,Okanagan,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
273,17361,17040,7943,Okanagan,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
274,38224,17040,7923,Okanagan,Western Cool Temperate Developed Ruderal Shrubland,Developed
275,6245,17040,7942,Okanagan,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
276,40867,17040,7921,Okanagan,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed
277,84406,17040,7193,Okanagan,Recently Logged-Tree Cover,Conifer
278,100804,17040,7191,Okanagan,Recently Logged-Herb and Grass Cover,Grassland
279,3671,17040,7295,Okanagan,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
280,92,17040,7961,Okanagan,Western Cool Temperate Vineyard,Agricultural
281,96,17040,9004,Okanagan,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated
282,1,17039,7035,North Cascades,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Conifer
283,275005,17040,9012,Okanagan,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
284,26826,17040,9017,Okanagan,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
285,5381,17040,9512,Okanagan,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
286,138955,17040,9018,Okanagan,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
287,56237,17040,7145,Okanagan,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
288,17299,17040,7140,Okanagan,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
289,364,17039,7106,North Cascades,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
290,63,17039,7050,North Cascades,Rocky Mountain Lodgepole Pine Forest,Conifer
291,4,17039,7053,North Cascades,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
292,63622,17040,7169,Okanagan,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
293,1,17040,9326,Okanagan,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub
294,627,17040,7199,Okanagan,Recently Disturbed Other-Shrub Cover,Shrubland
295,4687,17040,7200,Okanagan,Recently Disturbed Other-Tree Cover,Conifer
296,661,17040,7198,Okanagan,Recently Disturbed Other-Herb and Grass Cover,Grassland
297,56,17040,9021,Okanagan,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
298,625315,17040,7047,Okanagan,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
299,413,17041,7159,Pacific Northwest Coast,North Pacific Montane Riparian Shrubland,Riparian
300,3423,17041,9166,Pacific Northwest Coast,North Pacific Herbaceous Bald and Bluff,Grassland
301,2,17040,7962,Okanagan,Western Cool Temperate Bush fruit and berries,Agricultural
302,3678,17041,9272,Pacific Northwest Coast,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian
303,5841,17041,7083,Pacific Northwest Coast,North Pacific Avalanche Chute Shrubland,Shrubland
304,206728,17041,7056,Pacific Northwest Coast,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
305,109413,17041,7038,Pacific Northwest Coast,North Pacific Maritime Mesic Subalpine Parkland,Conifer
306,41900,17041,7171,Pacific Northwest Coast,North Pacific Alpine and Subalpine Dry Grassland,Grassland
307,506,17039,7139,North Cascades,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
308,6,17039,7045,North Cascades,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
309,476416,17031,7734,East Cascades - Modoc Plateau,North Pacific Alpine and Subalpine Bedrock and Scree,Sparsely Vegetated
310,3744,17031,7069,East Cascades - Modoc Plateau,North Pacific Dry and Mesic Alpine Fell-field or Meadow,Grassland
311,86332,17031,7068,East Cascades - Modoc Plateau,North Pacific Dry and Mesic Alpine Dwarf-Shrubland,Shrubland
312,60085,17031,7735,East Cascades - Modoc Plateau,North American Glacier and Ice Field,Snow-Ice
313,261588,17031,7171,East Cascades - Modoc Plateau,North Pacific Alpine and Subalpine Dry Grassland,Grassland
314,315436,17031,7055,East Cascades - Modoc Plateau,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
315,808103,17031,7056,East Cascades - Modoc Plateau,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
316,1837231,17031,7292,East Cascades - Modoc Plateau,Open Water,Open Water
317,315159,17031,9272,East Cascades - Modoc Plateau,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian
318,192885,17031,7046,East Cascades - Modoc Plateau,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
319,957907,17031,7174,East Cascades - Modoc Plateau,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer
320,30872,17031,7083,East Cascades - Modoc Plateau,North Pacific Avalanche Chute Shrubland,Shrubland
321,140251,17031,7038,East Cascades - Modoc Plateau,North Pacific Maritime Mesic Subalpine Parkland,Conifer
322,851830,17031,7158,East Cascades - Modoc Plateau,North Pacific Montane Riparian Woodland,Riparian
323,1157276,17031,7084,East Cascades - Modoc Plateau,North Pacific Montane Shrubland,Shrubland
324,1018989,17031,7733,East Cascades - Modoc Plateau,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated
325,1180920,17031,7042,East Cascades - Modoc Plateau,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer
326,808532,17031,7041,East Cascades - Modoc Plateau,North Pacific Mountain Hemlock Forest,Conifer
327,1606,17030,-9999,Canadian Rocky Mountains, , 
328,12407,17031,9022,East Cascades - Modoc Plateau,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
329,21058639,17030,7045,Canadian Rocky Mountains,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
330,25627478,17030,7047,Canadian Rocky Mountains,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
331,384011,17030,7193,Canadian Rocky Mountains,Recently Logged-Tree Cover,Conifer
332,194187,17031,7106,East Cascades - Modoc Plateau,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
333,404942,17030,7010,Canadian Rocky Mountains,Northern Rocky Mountain Western Larch Savanna,Conifer
334,51991,17031,7159,East Cascades - Modoc Plateau,North Pacific Montane Riparian Shrubland,Riparian
335,178350,17041,7734,Pacific Northwest Coast,North Pacific Alpine and Subalpine Bedrock and Scree,Sparsely Vegetated
336,12263,17041,7068,Pacific Northwest Coast,North Pacific Dry and Mesic Alpine Dwarf-Shrubland,Shrubland
337,7239943,17030,7056,Canadian Rocky Mountains,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
338,5127467,17030,7050,Canadian Rocky Mountains,Rocky Mountain Lodgepole Pine Forest,Conifer
339,3083961,17030,7055,Canadian Rocky Mountains,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
340,1662502,17030,9018,Canadian Rocky Mountains,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
341,83983,17031,7050,East Cascades - Modoc Plateau,Rocky Mountain Lodgepole Pine Forest,Conifer
342,2679351,17030,7053,Canadian Rocky Mountains,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
343,4137017,17030,7106,Canadian Rocky Mountains,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
344,2777355,17030,7169,Canadian Rocky Mountains,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
345,6386615,17031,7018,East Cascades - Modoc Plateau,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer
346,1670482,17030,7139,Canadian Rocky Mountains,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
347,1808824,17030,9012,Canadian Rocky Mountains,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
348,336578,17031,7139,East Cascades - Modoc Plateau,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
349,2221044,17031,7045,East Cascades - Modoc Plateau,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
350,7405,17041,7069,Pacific Northwest Coast,North Pacific Dry and Mesic Alpine Fell-field or Meadow,Grassland
351,44868,17030,7165,Canadian Rocky Mountains,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
352,22125,17031,7662,East Cascades - Modoc Plateau,Temperate Pacific Freshwater Emergent Marsh,Riparian
353,158240,17041,7735,Pacific Northwest Coast,North American Glacier and Ice Field,Snow-Ice
354,615911,17030,7191,Canadian Rocky Mountains,Recently Logged-Herb and Grass Cover,Grassland
355,720458,17030,7145,Canadian Rocky Mountains,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
356,205489,17030,9829,Canadian Rocky Mountains,Western North American Ruderal Wet Meadow & Marsh,Riparian
357,98037,17030,9512,Canadian Rocky Mountains,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
358,316566,17030,7192,Canadian Rocky Mountains,Recently Logged-Shrub Cover,Shrubland
359,742417,17030,9828,Canadian Rocky Mountains,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
360,70590,17031,7297,East Cascades - Modoc Plateau,Developed-Medium Intensity,Developed-Medium Intensity
361,303836,17031,7296,East Cascades - Modoc Plateau,Developed-Low Intensity,Developed-Low Intensity
362,599978,17031,7299,East Cascades - Modoc Plateau,Developed-Roads,Developed-Roads
363,20021,17031,7298,East Cascades - Modoc Plateau,Developed-High Intensity,Developed-High Intensity
364,221778,17031,7901,East Cascades - Modoc Plateau,Western Cool Temperate Urban Evergreen Forest,Developed
365,177568,17030,9011,Canadian Rocky Mountains,North American Arid West Emergent Marsh,Riparian
366,94867,17030,9329,Canadian Rocky Mountains,Western North American Ruderal Wet Shrubland,Riparian
367,10,17039,7968,North Cascades,Western Cool Temperate Wheat,Agricultural
368,668035,17031,7196,East Cascades - Modoc Plateau,Recently Burned-Shrub Cover,Shrubland
369,612325,17031,7195,East Cascades - Modoc Plateau,Recently Burned-Herb and Grass Cover,Grassland
370,1086760,17030,7967,Canadian Rocky Mountains,Western Cool Temperate Pasture and Hayland,Agricultural
371,71640,17030,9328,Canadian Rocky Mountains,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
372,1051096,17030,7965,Canadian Rocky Mountains,Western Cool Temperate Close Grown Crop,Agricultural
373,68128,17030,7944,Canadian Rocky Mountains,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
374,411487,17030,7299,Canadian Rocky Mountains,Developed-Roads,Developed-Roads
375,225181,17030,7296,Canadian Rocky Mountains,Developed-Low Intensity,Developed-Low Intensity
376,193490,17030,7924,Canadian Rocky Mountains,Western Cool Temperate Developed Ruderal Grassland,Developed
377,138984,17031,7968,East Cascades - Modoc Plateau,Western Cool Temperate Wheat,Agricultural
378,89292,17030,7900,Canadian Rocky Mountains,Western Cool Temperate Urban Deciduous Forest,Developed
379,116672,17030,7901,Canadian Rocky Mountains,Western Cool Temperate Urban Evergreen Forest,Developed
380,603240,17031,7156,East Cascades - Modoc Plateau,North Pacific Lowland Riparian Forest,Riparian
381,190663,17030,9017,Canadian Rocky Mountains,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
382,39572,17031,7900,East Cascades - Modoc Plateau,Western Cool Temperate Urban Deciduous Forest,Developed
383,78249,17030,7904,Canadian Rocky Mountains,Western Cool Temperate Urban Shrubland,Developed
384,62203,17030,7903,Canadian Rocky Mountains,Western Cool Temperate Urban Herbaceous,Developed
385,82881,17030,7966,Canadian Rocky Mountains,Western Cool Temperate Fallow/Idle Cropland,Agricultural
386,1608,17031,9165,East Cascades - Modoc Plateau,North Pacific Hardwood-Conifer Swamp,Riparian
387,2415985,17030,7292,Canadian Rocky Mountains,Open Water,Open Water
388,97929,17031,7904,East Cascades - Modoc Plateau,Western Cool Temperate Urban Shrubland,Developed
389,626810,17031,7157,East Cascades - Modoc Plateau,North Pacific Lowland Riparian Shrubland,Riparian
390,284999,17031,7197,East Cascades - Modoc Plateau,Recently Burned-Tree Cover,Conifer
391,24340,17031,7902,East Cascades - Modoc Plateau,Western Cool Temperate Urban Mixed Forest,Developed
392,266,17051,7197,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,Recently Burned-Tree Cover,Conifer
393,9399986,17031,7053,East Cascades - Modoc Plateau,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
394,1431938,17031,7967,East Cascades - Modoc Plateau,Western Cool Temperate Pasture and Hayland,Agricultural
395,18650,17031,7165,East Cascades - Modoc Plateau,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
396,234246,17031,7960,East Cascades - Modoc Plateau,Western Cool Temperate Orchard,Agricultural
397,77847,17031,7011,East Cascades - Modoc Plateau,Rocky Mountain Aspen Forest and Woodland,Hardwood
398,259371,17030,7011,Canadian Rocky Mountains,Rocky Mountain Aspen Forest and Woodland,Hardwood
399,75731,17030,7297,Canadian Rocky Mountains,Developed-Medium Intensity,Developed-Medium Intensity
400,599,17030,7960,Canadian Rocky Mountains,Western Cool Temperate Orchard,Agricultural
401,174564,17030,7921,Canadian Rocky Mountains,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed
402,34295,17030,7942,Canadian Rocky Mountains,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
403,54300,17030,7943,Canadian Rocky Mountains,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
404,10253,17030,7902,Canadian Rocky Mountains,Western Cool Temperate Urban Mixed Forest,Developed
405,441507,17030,7964,Canadian Rocky Mountains,Western Cool Temperate Row Crop,Agricultural
406,234,17030,7920,Canadian Rocky Mountains,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
407,82374,17031,7134,East Cascades - Modoc Plateau,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
408,693,17031,9170,East Cascades - Modoc Plateau,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood
409,551,17031,7663,East Cascades - Modoc Plateau,North Pacific Shrub Swamp,Shrubland
410,12996,17030,7200,Canadian Rocky Mountains,Recently Disturbed Other-Tree Cover,Conifer
411,1988,17031,7010,East Cascades - Modoc Plateau,Northern Rocky Mountain Western Larch Savanna,Conifer
412,844406,17030,7968,Canadian Rocky Mountains,Western Cool Temperate Wheat,Agricultural
413,3075,17030,7161,Canadian Rocky Mountains,Northern Rocky Mountain Conifer Swamp,Riparian
414,94163,17030,7197,Canadian Rocky Mountains,Recently Burned-Tree Cover,Conifer
415,2989,17030,7199,Canadian Rocky Mountains,Recently Disturbed Other-Shrub Cover,Shrubland
416,8363,17031,9826,East Cascades - Modoc Plateau,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous
417,11401,17030,7298,Canadian Rocky Mountains,Developed-High Intensity,Developed-High Intensity
418,314835,17030,7140,Canadian Rocky Mountains,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
419,5668,17030,7198,Canadian Rocky Mountains,Recently Disturbed Other-Herb and Grass Cover,Grassland
420,772561,17030,7195,Canadian Rocky Mountains,Recently Burned-Herb and Grass Cover,Grassland
421,54537,17030,7923,Canadian Rocky Mountains,Western Cool Temperate Developed Ruderal Shrubland,Developed
422,2647799,17030,7046,Canadian Rocky Mountains,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
423,6003,17030,7295,Canadian Rocky Mountains,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
424,197067,17031,7966,East Cascades - Modoc Plateau,Western Cool Temperate Fallow/Idle Cropland,Agricultural
425,1044251,17031,7965,East Cascades - Modoc Plateau,Western Cool Temperate Close Grown Crop,Agricultural
426,147257,17030,9022,Canadian Rocky Mountains,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
427,64192,17031,7903,East Cascades - Modoc Plateau,Western Cool Temperate Urban Herbaceous,Developed
428,2741,17031,7961,East Cascades - Modoc Plateau,Western Cool Temperate Vineyard,Agricultural
429,4,17030,7961,Canadian Rocky Mountains,Western Cool Temperate Vineyard,Agricultural
430,49958,17031,7200,East Cascades - Modoc Plateau,Recently Disturbed Other-Tree Cover,Conifer
431,293269,17030,7168,Canadian Rocky Mountains,Northern Rocky Mountain Avalanche Chute Shrubland,Shrubland
