VALUE,COUNT,US_200EVT,PADUS_GAP_RESAMP,ECOREGION_RASTER,EVT_NAME,EVT_PHYS,ECO_NAME
234,55,7966,2,17039,Western Cool Temperate Fallow/Idle Cropland,Agricultural,North Cascades
235,9,9811,1,17051,North Pacific Maritime Coastal Sand Dune Ruderal Herb Vegetation,Exotic Herbaceous,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
236,9,9311,1,17051,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Exotic Tree-Shrub,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
237,6448,7063,1,17051,North Pacific Broadleaf Landslide Forest,Hardwood,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
238,18618,7037,1,17051,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
239,494,9826,1,17051,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
240,169,7944,2,17039,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,North Cascades
241,221226,7735,1,17039,North American Glacier and Ice Field,Snow-Ice,North Cascades
242,101,9326,1,17051,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
243,6733,7035,1,17051,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
244,3578,7039,1,17051,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
245,1595,7668,1,17051,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
246,1366,9170,1,17051,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
247,244,7036,1,17051,North Pacific Seasonal Sitka Spruce Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
248,2300,7292,1,17051,Open Water,Open Water,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
249,29781,7037,2,17039,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,North Cascades
250,7,7961,2,17039,Western Cool Temperate Vineyard,Agricultural,North Cascades
251,111,7964,2,17039,Western Cool Temperate Row Crop,Agricultural,North Cascades
252,33915,7292,1,17039,Open Water,Open Water,North Cascades
253,90,9171,1,17051,North Pacific Maritime Coastal Sand Dune and Strand,Sparsely Vegetated,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
254,1138,7157,2,17039,North Pacific Lowland Riparian Shrubland,Riparian,North Cascades
255,532,7962,2,17039,Western Cool Temperate Bush fruit and berries,Agricultural,North Cascades
256,2561,7733,3,17051,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
257,2612,7083,3,17039,North Pacific Avalanche Chute Shrubland,Shrubland,North Cascades
258,15649,7069,1,17039,North Pacific Dry and Mesic Alpine Fell-field or Meadow,Grassland,North Cascades
259,10669,7292,4,17039,Open Water,Open Water,North Cascades
260,2143,9167,1,17041,North Pacific Hypermaritime Herbaceous Headland,Grassland,Pacific Northwest Coast
261,4707,7668,1,17041,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,Pacific Northwest Coast
262,10285,9171,1,17041,North Pacific Maritime Coastal Sand Dune and Strand,Sparsely Vegetated,Pacific Northwest Coast
263,8885,7662,1,17041,Temperate Pacific Freshwater Emergent Marsh,Riparian,Pacific Northwest Coast
264,87249,7733,1,17041,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated,Pacific Northwest Coast
265,102,7157,4,17039,North Pacific Lowland Riparian Shrubland,Riparian,North Cascades
266,127,9166,3,17051,North Pacific Herbaceous Bald and Bluff,Grassland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
267,81,9311,3,17051,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Exotic Tree-Shrub,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
268,164,9166,4,17051,North Pacific Herbaceous Bald and Bluff,Grassland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
269,1029,7923,4,17051,Western Cool Temperate Developed Ruderal Shrubland,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
270,5676,9272,1,17039,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian,North Cascades
271,96,7964,1,17039,Western Cool Temperate Row Crop,Agricultural,North Cascades
272,196,7960,2,17039,Western Cool Temperate Orchard,Agricultural,North Cascades
273,38,7960,1,17039,Western Cool Temperate Orchard,Agricultural,North Cascades
274,388,7191,2,17039,Recently Logged-Herb and Grass Cover,Grassland,North Cascades
275,93,9165,4,17039,North Pacific Hardwood-Conifer Swamp,Riparian,North Cascades
276,4506,7156,1,17051,North Pacific Lowland Riparian Forest,Riparian,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
277,359,7904,2,17039,Western Cool Temperate Urban Shrubland,Developed,North Cascades
278,114,7192,2,17039,Recently Logged-Shrub Cover,Shrubland,North Cascades
279,1052,7901,1,17051,Western Cool Temperate Urban Evergreen Forest,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
280,3461,7296,4,17039,Developed-Low Intensity,Developed-Low Intensity,North Cascades
281,2478,7960,3,17051,Western Cool Temperate Orchard,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
282,927,7296,1,17051,Developed-Low Intensity,Developed-Low Intensity,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
283,53,9811,4,17051,North Pacific Maritime Coastal Sand Dune Ruderal Herb Vegetation,Exotic Herbaceous,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
284,1,7961,2,17051,Western Cool Temperate Vineyard,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
285,228,7902,1,17051,Western Cool Temperate Urban Mixed Forest,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
286,1319,7299,1,17051,Developed-Roads,Developed-Roads,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
287,251,7903,1,17051,Western Cool Temperate Urban Herbaceous,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
288,11,7663,2,17039,North Pacific Shrub Swamp,Shrubland,North Cascades
289,3953,7924,4,17051,Western Cool Temperate Developed Ruderal Grassland,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
290,53,7069,3,17039,North Pacific Dry and Mesic Alpine Fell-field or Meadow,Grassland,North Cascades
291,509,9165,4,17051,North Pacific Hardwood-Conifer Swamp,Riparian,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
292,158,9166,1,17039,North Pacific Herbaceous Bald and Bluff,Grassland,North Cascades
293,6,9667,3,17051,North Pacific Hypermaritime Shrub Headland,Shrubland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
294,3066,9165,1,17039,North Pacific Hardwood-Conifer Swamp,Riparian,North Cascades
295,163,9272,3,17039,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian,North Cascades
296,254,7964,1,17051,Western Cool Temperate Row Crop,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
297,1211,7921,1,17051,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
298,5370,7039,1,17039,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,North Cascades
299,76355,7178,1,17039,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,North Cascades
300,372,7923,1,17051,Western Cool Temperate Developed Ruderal Shrubland,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
301,18,7733,1,17051,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
302,14370,7921,4,17051,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
303,13,7944,3,17039,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,North Cascades
304,4397,7734,3,17039,North Pacific Alpine and Subalpine Bedrock and Scree,Sparsely Vegetated,North Cascades
305,659,7068,3,17039,North Pacific Dry and Mesic Alpine Dwarf-Shrubland,Shrubland,North Cascades
306,498,7900,1,17051,Western Cool Temperate Urban Deciduous Forest,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
307,26127,9170,1,17039,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood,North Cascades
308,14,7134,3,17039,Columbia Basin Foothill and Canyon Dry Grassland,Grassland,North Cascades
309,6078,7967,1,17051,Western Cool Temperate Pasture and Hayland,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
310,611,7942,1,17051,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
311,8,7192,1,17039,Recently Logged-Shrub Cover,Shrubland,North Cascades
312,450,7924,1,17051,Western Cool Temperate Developed Ruderal Grassland,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
313,160,7922,1,17051,Western Cool Temperate Developed Ruderal Mixed Forest,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
314,495,7920,1,17051,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
315,450,7965,1,17051,Western Cool Temperate Close Grown Crop,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
316,54,7962,1,17051,Western Cool Temperate Bush fruit and berries,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
317,83,7960,1,17051,Western Cool Temperate Orchard,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
318,96,7904,1,17051,Western Cool Temperate Urban Shrubland,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
319,309,7966,1,17051,Western Cool Temperate Fallow/Idle Cropland,Agricultural,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
320,1,7966,1,17039,Western Cool Temperate Fallow/Idle Cropland,Agricultural,North Cascades
321,198,7159,3,17039,North Pacific Montane Riparian Shrubland,Riparian,North Cascades
322,590,7924,2,17039,Western Cool Temperate Developed Ruderal Grassland,Developed,North Cascades
323,104,7157,1,17051,North Pacific Lowland Riparian Shrubland,Riparian,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
324,13,9311,2,17051,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Exotic Tree-Shrub,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
325,1569,7900,4,17039,Western Cool Temperate Urban Deciduous Forest,Developed,North Cascades
326,1277,7902,4,17039,Western Cool Temperate Urban Mixed Forest,Developed,North Cascades
327,5390,7901,4,17039,Western Cool Temperate Urban Evergreen Forest,Developed,North Cascades
328,67,7297,1,17051,Developed-Medium Intensity,Developed-Medium Intensity,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
329,13,7298,1,17051,Developed-High Intensity,Developed-High Intensity,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
330,950,7662,1,17051,Temperate Pacific Freshwater Emergent Marsh,Riparian,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
331,1,7962,4,17039,Western Cool Temperate Bush fruit and berries,Agricultural,North Cascades
332,10382,7193,4,17039,Recently Logged-Tree Cover,Conifer,North Cascades
333,295,7944,2,17051,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
334,444,7903,2,17039,Western Cool Temperate Urban Herbaceous,Developed,North Cascades
335,830,7903,4,17039,Western Cool Temperate Urban Herbaceous,Developed,North Cascades
336,14,9166,3,17039,North Pacific Herbaceous Bald and Bluff,Grassland,North Cascades
337,8549,7178,1,17051,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
338,6615,7041,4,17039,North Pacific Mountain Hemlock Forest,Conifer,North Cascades
339,29,7042,1,17051,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
340,76,7298,4,17039,Developed-High Intensity,Developed-High Intensity,North Cascades
341,1256,7084,4,17039,North Pacific Montane Shrubland,Shrubland,North Cascades
342,950,7297,4,17039,Developed-Medium Intensity,Developed-Medium Intensity,North Cascades
343,111835,7178,3,17051,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
344,14371,7178,2,17051,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
345,1,9167,1,17051,North Pacific Hypermaritime Herbaceous Headland,Grassland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
346,37,7174,1,17051,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
347,676,7733,4,17039,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated,North Cascades
348,518,7038,4,17039,North Pacific Maritime Mesic Subalpine Parkland,Conifer,North Cascades
349,4089,7174,3,17051,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
350,151,7084,2,17051,North Pacific Montane Shrubland,Shrubland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
351,118,9166,2,17051,North Pacific Herbaceous Bald and Bluff,Grassland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
352,507,7042,2,17051,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
353,446,7158,4,17039,North Pacific Montane Riparian Woodland,Riparian,North Cascades
354,226,9166,1,17051,North Pacific Herbaceous Bald and Bluff,Grassland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
355,20,7084,1,17051,North Pacific Montane Shrubland,Shrubland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
356,7288,7042,3,17051,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
357,733,7191,2,17051,Recently Logged-Herb and Grass Cover,Grassland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
358,36,9165,1,17051,North Pacific Hardwood-Conifer Swamp,Riparian,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
359,1081,9326,4,17051,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
360,113,7008,1,17051,North Pacific Oak Woodland,Hardwood,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
361,310,7084,3,17051,North Pacific Montane Shrubland,Shrubland,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
362,15980,7178,4,17051,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
363,3067,7158,3,17051,North Pacific Montane Riparian Woodland,Riparian,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
364,202,7191,1,17039,Recently Logged-Herb and Grass Cover,Grassland,North Cascades
365,521,-9999,1,17040, , ,Okanagan
366,23993,7174,1,17040,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,Okanagan
367,46926,7042,1,17040,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,Okanagan
368,5,7171,4,17039,North Pacific Alpine and Subalpine Dry Grassland,Grassland,North Cascades
